자전거대여소명,자전거대여소구분,소재지도로명주소,소재지지번주소,위도,경도,운영시작시각,운영종료시각,휴무일,요금구분,자전거이용요금,자전거보유대수,거치대수,공기주입기비치여부,공기주입기유형,수리대설치여부,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
신탄진동주민센터,무인대여소,"대전광역시 대덕구 신탄진로830, (신탄진동)",대전광역시 대덕구 신탄진동 120-1,36.4515492,127.4293837,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,10,10,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
엑슬루타워,무인대여소,"대전광역시 대덕구 대덕대로1555, (석봉동, 금강엑슬루타워)",대전광역시 대덕구 석봉동 770,36.45028014,127.420357,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,10,10,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
목상동주민센터,무인대여소,"대전광역시 대덕구 대덕대로1470번길27, (목상동, 상록수아파트)",대전광역시 대덕구 목상동 185-1,36.44806956,127.412442,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,12,12,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
구)대덕경찰서(문평동),무인대여소,"대전광역시 대덕구 대덕대로1417번길11, (문평동)",대전광역시 대덕구 문평동 83-2,36.44669748,127.4065179,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,12,12,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
한남대후문 입구,무인대여소,"대전광역시 대덕구 한밭대로1128, (중리동)",대전광역시 대덕구 중리동 231-5,36.35850472,127.4237108,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,13,13,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
용전네거리(하나은행),무인대여소,"대전광역시 동구 계족로516, (용전동)",대전광역시 동구 용전동 44-2,36.35782002,127.4332091,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,12,12,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
한국통신 용전지점,무인대여소,"대전광역시 동구 계족로461, (용전동)",대전광역시 동구 용전동 167-20,36.35297572,127.4322414,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,13,13,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
용전동 천주교회,무인대여소,"대전광역시 동구 계족로424번길4, (용전동)",대전광역시 동구 용전동 144-1,36.34941827,127.4327685,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,13,13,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
복합터미널,무인대여소,,대전광역시 동구 용전동 143-16,36.34884217,127.4348226,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,13,13,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
동부네거리,무인대여소,,대전광역시 동구 용전동 111-23,36.3508969,127.4405567,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,13,13,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
홈플러스(동대전점),무인대여소,"대전광역시 동구 한밭대로1262, (용전동)",대전광역시 동구 용전동 51-17,36.35518604,127.4365373,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,13,13,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
한전 대전세종충남지역본부(건너편),무인대여소,"대전광역시 동구 한밭대로1230, (용전동)",대전광역시 동구 용전동 45-1,36.35725657,127.4341268,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,13,13,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
태평동성당,무인대여소,"대전광역시 중구 태평로152번길4, (태평동)",대전광역시 중구 태평동 346-1,36.32966766,127.3968565,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,13,13,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
가장교(성은사),무인대여소,"대전광역시 서구 갈마로331, (가장동)",대전광역시 서구 가장동 31-7,36.32865007,127.388132,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,13,13,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
나르메아파트 길건너,무인대여소,"대전광역시 서구 도산로284, (가장동)",대전광역시 서구 가장동 45-8,36.33187141,127.3853667,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,15,15,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
순복음교회(수침교),무인대여소,"대전광역시 서구 계룡로685, (용문동)",대전광역시 서구 용문동 249-11,36.33584117,127.3968424,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,13,13,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
용문네거리(용문역 3번출구),무인대여소,"대전광역시 서구 도산로371, (용문동)",대전광역시 서구 용문동 594-10,36.33773717,127.3921604,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,9,9,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
서부농협본점,무인대여소,,대전광역시 서구 탄방동 1455,36.34240199,127.3879021,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,15,15,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
목원대학교 입구,무인대여소,"대전광역시 유성구 도안북로85-31, (용계동)",대전광역시 유성구 용계동 664-4,36.33165257,127.3375505,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,15,15,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
카이스트 세종관,무인대여소,"대전광역시 유성구 대학로291, (구성동)",대전광역시 유성구 구성동 23,36.36817871,127.3571333,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,15,15,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
카이스트 다솜관,무인대여소,"대전광역시 유성구 대학로291, (구성동)",대전광역시 유성구 구성동 23,36.36817871,127.3571333,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,15,15,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
카이스트 서쪽 쪽문,무인대여소,"대전광역시 유성구 대학로291, (구성동)",대전광역시 유성구 구성동 23,36.36817871,127.3571333,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,15,15,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
국립중앙과학관,무인대여소,,대전광역시 유성구 가정동 54-4,36.37515667,127.3780505,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,10,10,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
해밀동_해밀동 복합커뮤니티센터 앞,무인대여소,,세종특별자치시 해밀동 339-3,36.52666031,127.2674419,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
나성동_메가박스 건물 앞,무인대여소,,세종특별자치시 나성동 821,36.48347513,127.2637793,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
세종동_금강보행교 북측(우),무인대여소,,세종특별자치시 세종동 735-487,36.48685529,127.2844521,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
세종동_금강보행교북측(좌),무인대여소,,세종특별자치시 세종동 114-400,36.48636631,127.283148,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
보람동_금강보행교 남측(우),무인대여소,,세종특별자치시 보람동 626-7,36.4810133,127.2886784,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
보람동_금강보행교 남측(좌),무인대여소,,세종특별자치시 보람동 627-6,36.48042628,127.2876216,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
집현동_11단지 1106앞,무인대여소,,세종특별자치시 집현동 995-3,36.49662908,127.3250868,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
집현동_BRT정류장(시청 방면),무인대여소,,세종특별자치시 집현동 370,36.50134749,127.3285296,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
아름동_아카데미타워,무인대여소,,세종특별자치시 아름동 1318,36.51222129,127.2433783,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
집현동_새나루 901동앞 로터리,무인대여소,,세종특별자치시 집현동 785-57,36.49318,127.3225052,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
집현동_새나루 908동 로터리,무인대여소,,세종특별자치시 집현동 785-548,36.49266801,127.323819,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
집현동_새나루 906동 앞,무인대여소,,세종특별자치시 집현동 산 180,36.49103578,127.3245488,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
집현동_산학연클러스터앞 BRT정류장,무인대여소,,세종특별자치시 집현동 396,36.50074,127.3286671,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
집현동_새나루11단지앞 BRT정류장1(합강리방향),무인대여소,,세종특별자치시 집현동 885-1,36.49766664,127.3217882,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
집현동_새나루1109동 앞,무인대여소,,세종특별자치시 집현동 889,36.49720424,127.323865,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
집현동_새나루 1단지 앞,무인대여소,,세종특별자치시 집현동 883-147,36.48568785,127.3203014,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
반곡동_국책연구단지 시외버스 정류장,무인대여소,,세종특별자치시 반곡동 713,36.49591067,127.305612,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
반곡동_국책 연구지원동 앞(정류장),무인대여소,,세종특별자치시 반곡동 736,36.49584229,127.3045433,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
보람동_보람초등학교 앞 정류장,무인대여소,,세종특별자치시 보람동 773,36.480135,127.2931118,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
금남면_세종성바오로성당,무인대여소,,세종특별자치시 금남면 신촌리 297-11,36.468474,127.2823039,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
종촌동_소망교회 옆,무인대여소,,세종특별자치시 종촌동 676,36.5035936,127.2468835,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
어진동_정부세종청사2_우체국사거리,무인대여소,,세종특별자치시 어진동 582,36.50003327,127.261847,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
도담동_해밀1단지 건너편 버스정류장,무인대여소,,세종특별자치시 도담동 409,36.52168908,127.2636156,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
아름동_세종국제고_과학영재고 사이,무인대여소,,세종특별자치시 아름동 1463,36.52046433,127.2467089,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
세종동_전월산 무궁화 테마공원,무인대여소,,세종특별자치시 세종동 633-1,36.5134859,127.288118,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
어진동_중소벤처기업부 앞 정류장,무인대여소,,세종특별자치시 어진동 666,36.497497,127.259874,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
집현동_새나루 1103동 앞,무인대여소,,세종특별자치시 집현동 885-1,36.49766664,127.3217882,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
반곡동_수루배 207동앞,무인대여소,,세종특별자치시 반곡동 358,36.494962,127.310773,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
어진동_정부세종청사 중앙동 기획재정부 입구,무인대여소,,세종특별자치시 어진동 571공,36.503236,127.2651379,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
어진동_정부세종청사 중앙동 입구,무인대여소,,세종특별자치시어진동 575,36.50219827,127.2636972,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
세종동_전통문화체험관(불교문화지원관),무인대여소,,세종특별자치시 세종동 96,36.50672152,127.291181,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
새롬동_새뜸마을 716동 옆 로터리,무인대여소,,세종특별자치시 새롬동 622,36.4883928,127.2475844,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
금남면_대평시장 입구,무인대여소,,세종특별자치시 금남면 용포리 467-29,36.46564269,127.2819218,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
보람동_호려울마을 3단지 301동 앞,무인대여소,,세종특별자치시 보람동 730,36.47678314,127.2818627,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
